5,0
5,0
5,0
5,0
6,0
5,0
5,0
4,083493589766007
4,647864538191837
4,981620917286926
5,003202148899278
5,198868525784668
5,003202148899278
4,8179968951397365
5,003202148899278
4,992123960840035
4,786554484921545
4,780019853431294
4,939388687937709
4,8179968951397365
4,804102393510821
4,8179968951397365
4,844856732790829
4,723482345259218
4,861061704707589
4,807305699202836
4,811693873412562
4,799204403456482
4,803053619390103
4,8200916173145085
4,803053619390103
4,787728261926889
4,784964078214722
4,811459832736346
4,804370259316249
4,79161349711865
4,799605482203137
4,798486538291249
4,805224065050599
4,804460876189551
4,804394375794056
4,803946627758824
4,803937242109926
4,805650810950469
4,803163531011063
4,803694218201906
4,805898610533429
4,803967670988591
4,804476832624437
4,8046518474895645
4,804103220797783
4,804347440709724
4,804742912641065
4,804633491722261
4,80480288290427
4,804693374949821
4,804745257849688
4,804777378572687
4,8048202431151275
4,804786479693482
4,8046312850506
4,804744430098968
4,804728826608217
4,80472487665148
4,804742912641065
4,804758901368748
4,804740472701245
4,804747821901935
4,804735577592575
4,804744753641351
4,804740100141615
4,804749099929806
4,804742378661868
4,804743487222831
4,804741722686765
4,804744497128143
4,804743610796197
4,804742883506571
4,804742649702187
4,80474333702107
4,804742418227621
